"ref_area.label","indicator.label","source.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Construction","Currency: Local currency","2021",3409.85,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Construction","Currency: 2017 PPP $","2021",801.48,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Construction","Currency: U.S. dollars","2021",217.96,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","Currency: Local currency","2021",3201.99,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","Currency: 2017 PPP $","2021",752.62,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","Currency: U.S. dollars","2021",204.67,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Currency: Local currency","2021",2631.27,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Currency: 2017 PPP $","2021",618.47,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Currency: U.S. dollars","2021",168.19,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","Currency: Local currency","2021",2652.87,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","Currency: 2017 PPP $","2021",623.55,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","Currency: U.S. dollars","2021",169.57,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Not classified","Currency: Local currency","2021",3377.3,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Not classified","Currency: 2017 PPP $","2021",793.83,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Not classified","Currency: U.S. dollars","2021",215.88,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): Total","Currency: Local currency","2021",2980.2,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): Total","Currency: 2017 PPP $","2021",700.49,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): Total","Currency: U.S. dollars","2021",190.49,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: Local currency","2021",2830.68,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: 2017 PPP $","2021",665.34,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: U.S. dollars","2021",180.94,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): B. Mining and quarrying","Currency: Local currency","2021",3970.94,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): B. Mining and quarrying","Currency: 2017 PPP $","2021",933.36,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): B. Mining and quarrying","Currency: U.S. dollars","2021",253.82,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: Local currency","2021",2799.58,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: 2017 PPP $","2021",658.03,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: U.S. dollars","2021",178.95,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply","Currency: Local currency","2021",3669.51,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply","Currency: 2017 PPP $","2021",862.51,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply","Currency: U.S. dollars","2021",234.56,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities","Currency: Local currency","2021",2743.44,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities","Currency: 2017 PPP $","2021",644.84,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities","Currency: U.S. dollars","2021",175.36,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): F. Construction","Currency: Local currency","2021",3610.07,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): F. Construction","Currency: 2017 PPP $","2021",848.54,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): F. Construction","Currency: U.S. dollars","2021",230.76,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: Local currency","2021",2635.89,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: 2017 PPP $","2021",619.56,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: U.S. dollars","2021",168.49,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: Local currency","2021",3366.74,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: 2017 PPP $","2021",791.34,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: U.S. dollars","2021",215.2,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): I. Accommodation and food service activities","Currency: Local currency","2021",2738.03,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): I. Accommodation and food service activities","Currency: 2017 PPP $","2021",643.57,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): I. Accommodation and food service activities","Currency: U.S. dollars","2021",175.02,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: Local currency","2021",3471.33,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: 2017 PPP $","2021",815.93,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: U.S. dollars","2021",221.89,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: Local currency","2021",3826.47,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: 2017 PPP $","2021",899.4,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: U.S. dollars","2021",244.59,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: Local currency","2021",3459.65,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: 2017 PPP $","2021",813.18,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: U.S. dollars","2021",221.14,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities","Currency: Local currency","2021",3287.15,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities","Currency: 2017 PPP $","2021",772.63,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities","Currency: U.S. dollars","2021",210.11,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): N. Administrative and support service activities","Currency: Local currency","2021",2869.11,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): N. Administrative and support service activities","Currency: 2017 PPP $","2021",674.38,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): N. Administrative and support service activities","Currency: U.S. dollars","2021",183.39,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: Local currency","2021",3254,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: 2017 PPP $","2021",764.84,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: U.S. dollars","2021",208,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): P. Education","Currency: Local currency","2021",2907.78,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): P. Education","Currency: 2017 PPP $","2021",683.47,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): P. Education","Currency: U.S. dollars","2021",185.87,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: Local currency","2021",2856.32,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: 2017 PPP $","2021",671.37,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): Q. Human health and social work activities","Currency: U.S. dollars","2021",182.58,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation","Currency: Local currency","2021",2936.63,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation","Currency: 2017 PPP $","2021",690.25,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation","Currency: U.S. dollars","2021",187.71,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: Local currency","2021",2475.75,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: 2017 PPP $","2021",581.92,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): S. Other service activities","Currency: U.S. dollars","2021",158.25,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Currency: Local currency","2021",2041.2,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Currency: 2017 PPP $","2021",479.78,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Currency: U.S. dollars","2021",130.47,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies","Currency: Local currency","2021",3860.32,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies","Currency: 2017 PPP $","2021",907.36,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies","Currency: U.S. dollars","2021",246.75,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: Local currency","2021",3340.19,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: 2017 PPP $","2021",785.1,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): X. Not elsewhere classified","Currency: U.S. dollars","2021",213.51,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (ISIC-Rev.4): Total","Currency: Local currency","2021",2621.78,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (ISIC-Rev.4): Total","Currency: 2017 PPP $","2021",616.24,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (ISIC-Rev.4): Total","Currency: U.S. dollars","2021",167.58,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: Local currency","2021",2226.14,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: 2017 PPP $","2021",523.25,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: U.S. dollars","2021",142.29,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: Local currency","2021",2213.27,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: 2017 PPP $","2021",520.22,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: U.S. dollars","2021",141.47,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply","Currency: Local currency","2021",3621.59,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply","Currency: 2017 PPP $","2021",851.24,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply","Currency: U.S. dollars","2021",231.49,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
